parlspeech_id,n_speech,min_date_speech,max_date_speech,mean_terms_speech,pageid,wikidataid
Frank Heinrich_CDU/CSU,124,2009-11-26,2018-11-30,695.8629032258065,4747982,Q1443404
Frank Hempel_SPD,11,1999-04-22,2001-06-22,765.6363636363636,2922328,Q1443407
Frank Hofmann_SPD,73,1995-01-19,2012-03-08,543.5068493150685,174113,Q1425177
Frank Junge_SPD,19,2014-02-21,2018-09-27,476.36842105263156,NA,NA
Frank Magnitz_AfD,5,2018-02-22,2018-10-12,396.6,NA,NA
Frank Müller-Rosentritt_FDP,13,2018-04-19,2018-11-28,71.15384615384616,NA,NA
Frank Pasemann_AfD,2,2018-12-14,2018-12-14,302.5,NA,NA
Frank Schäffler_FDP,119,2005-12-15,2018-11-29,394.70588235294116,984927,Q90973
Frank Schmidt_SPD,18,2001-06-21,2008-11-27,635.9444444444445,1018136,Q1444122
Frank Schwabe_SPD,194,2006-02-09,2018-11-21,596.340206185567,984883,Q1444160
Frank Sitta_FDP,12,2017-12-12,2018-11-29,434.5833333333333,NA,NA
Frank Spieth_PDS/LINKE,107,2005-12-15,2009-07-02,456.14018691588785,979927,Q1444222
Frank Steffel_CDU/CSU,57,2009-12-17,2018-11-08,684.8947368421053,172397,Q1444251
Frank Tempel_PDS/LINKE,108,2010-01-19,2017-06-29,548.3796296296297,4757611,Q1424335
Frank-Walter Steinmeier_SPD,356,1998-11-18,2017-01-26,734.126404494382,53208,Q76658
Franz Heinrich Krey_CDU/CSU,6,1991-06-14,1994-01-20,691.3333333333334,2441703,Q1447160
Franz Josef Jung_CDU/CSU,128,2005-11-22,2017-06-22,626.0390625,732673,Q57505
Franz Möller_CDU/CSU,23,1991-03-20,1994-06-30,391.5217391304348,969872,Q1448342
Franz Müntefering_SPD,201,1991-03-21,2012-04-25,900.7014925373135,1596,Q58609
Franz Obermeier_CDU/CSU,119,2000-01-20,2013-03-21,440.5126050420168,694183,Q1448421
Franz Peter Basten_CDU/CSU,25,1995-06-22,1998-02-05,454.76,173265,Q1448495
Franz Romer_CDU/CSU,34,1991-12-05,2009-05-28,610.8823529411765,186944,Q1448759
Franz Schuster_CDU/CSU,1,2003-05-22,2003-05-22,640,NA,NA
Franz Thönnes_SPD,158,1995-03-08,2017-06-28,475.49367088607596,190058,Q1449268
Franz-Hermann Kappes_CDU/CSU,3,1991-04-26,1991-09-26,681,4949517,Q1445786
Franz-Josef Feiter_independent,32,1993-12-08,1995-05-17,82.125,NA,NA
Franz-Josef Holzenkamp_CDU/CSU,81,2006-02-08,2017-06-29,480.08641975308643,937693,Q1445821
Franz-Josef Mertens_SPD,5,1992-12-09,1994-04-28,457,6055029,Q1356603
Franziska Brantner_GRUENE,147,2013-12-19,2018-12-13,367.19727891156464,NA,NA
Franziska Eichstädt-Bohlig_GRUENE,279,1994-11-25,2005-06-30,555.921146953405,173784,Q1450109
Franziska Giffey_SPD,12,2018-03-14,2018-12-14,810.8333333333334,NA,NA
Franziska Gminder_AfD,14,2018-01-18,2018-11-09,200.5,NA,NA
Frauke Petry_independent,47,2017-12-12,2018-12-13,379.1489361702128,NA,NA
Fred Gebhardt_PDS/LINKE,7,1998-10-26,1999-05-05,461.7142857142857,587829,Q1452304
Frederick Schulze_CDU/CSU,24,1995-02-09,1998-06-23,291.875,499447,Q1452995
Freimut Duve_SPD,264,1991-03-21,1998-10-16,329.95075757575756,246009,Q1454589
Friedbert Pflüger_CDU/CSU,189,1991-06-20,2006-11-24,624.042328042328,186911,Q90455
Frieder Meyer-Krahmer_independent,5,2008-11-12,2008-11-12,134.4,NA,NA
Friedhelm Julius Beucher_SPD,87,1991-09-19,2002-06-14,169.77011494252875,237984,Q1243334
Friedhelm Ost_CDU/CSU,57,1991-04-19,2002-07-05,673.7719298245614,1061477,Q1457243
Friedhelm Repnik_CDU/CSU,8,1999-06-30,2001-10-19,550.125,NA,NA
Friedrich Bohl_CDU/CSU,284,1991-03-12,1998-06-18,198.25,68441,Q90872
Friedrich Merz_CDU/CSU,168,1995-02-15,2004-11-23,1219.9642857142858,9708,Q566257
Friedrich Ostendorff_GRUENE,235,2002-12-20,2018-11-09,341.6808510638298,731142,Q1461384
Friedrich Straetmanns_PDS/LINKE,26,2017-12-13,2018-11-29,374.53846153846155,NA,NA
Friedrich Vogel_CDU/CSU,21,1991-06-19,1994-06-23,650.8571428571429,932179,Q1462656
Friedrich-Adolf Jahn_CDU/CSU,24,1991-06-20,1994-06-30,392.25,994442,Q1457661
Frithjof Schmidt_GRUENE,89,2009-11-10,2018-10-12,528.4606741573034,695956,Q71670
Fritz Behrens_SPD,1,1999-05-07,1999-05-07,1523,NA,NA
Fritz Felgentreu_SPD,66,2014-01-15,2018-11-08,522.469696969697,NA,NA
Fritz Gautier_SPD,31,1991-06-13,1993-07-01,381.7741935483871,6157461,Q1466327
Fritz Güntzler_CDU/CSU,22,2014-05-08,2018-11-07,939.1818181818181,NA,NA
Fritz Kuhn_GRUENE,197,2003-01-30,2012-02-27,752.4822335025381,1597,Q78408
Fritz Rudolf Körper_SPD,437,1991-06-13,2013-06-13,248.4828375286041,160524,Q1468061
Fritz Schösser_SPD,14,1999-02-23,2002-06-13,749.7857142857143,911628,Q1468397
Fritz Schumann_PDS/LINKE,91,1991-03-21,1994-09-21,680.5494505494505,6585374,Q1468342
Fritz Wittmann_CDU/CSU,2,1991-11-27,1992-05-20,507.5,544484,Q107648
Gabi Weber_SPD,34,2014-01-29,2018-11-21,699.3529411764706,NA,NA
Gabriela Heinrich_SPD,45,2014-01-29,2018-12-13,583.6222222222223,NA,NA
Gabriele Fograscher_SPD,107,1995-02-16,2017-06-22,692.0560747663551,173798,Q1490252
Gabriele Frechen_SPD,76,2002-11-07,2009-06-19,489.5,653840,Q1490261
Gabriele Groneberg_SPD,57,2003-01-16,2015-02-05,753.0877192982456,544268,Q1490318
Gabriele Hiller-Ohm_SPD,205,2002-12-03,2018-10-12,512.3756097560976,664374,Q1490366
Gabriele Iwersen_SPD,86,1991-03-21,2002-06-13,389.9186046511628,2939764,Q1490383
Gabriele Katzmarek_SPD,15,2014-02-13,2018-12-13,436,NA,NA
Gabriele Lösekrug-Möller_SPD,92,2002-06-28,2013-06-27,616.2826086956521,824126,Q124055
Gabriele Molitor_FDP,48,2009-12-17,2013-06-14,501.9583333333333,4771984,Q1488469
Gabriele Schmidt_CDU/CSU,19,2014-03-13,2017-02-15,577.6842105263158,NA,NA
Gabriele Wiechatzek_CDU/CSU,6,1991-04-25,1993-06-17,722.1666666666666,6102754,Q1420190
Garrelt Duin_SPD,79,2006-01-26,2012-06-14,702.5316455696203,687909,Q71651
Geert Mackenroth_CDU/CSU,2,2005-12-16,2006-04-06,1061.5,NA,NA
Georg Brunnhuber_CDU/CSU,49,1991-06-19,2007-09-13,498.57142857142856,173901,Q98389
Georg Fahrenschon_CDU/CSU,88,2002-11-14,2007-09-20,588.8295454545455,171335,Q90696
Georg Gallus_FDP,109,1991-03-20,1994-09-21,131.29357798165137,958043,Q1504416
Georg Girisch_CDU/CSU,66,1998-12-09,2005-04-13,185.15151515151516,891455,Q994868
Georg Janovsky_CDU/CSU,13,1991-11-27,2002-02-27,107.84615384615384,496287,Q1504870
Georg Kippels_CDU/CSU,22,2014-06-25,2018-09-12,452.6363636363636,NA,NA
Georg Milbradt_CDU/CSU,10,1999-03-04,2007-11-09,977.4,NA,NA
Georg Nüßlein_CDU/CSU,350,2003-03-13,2018-11-28,599.2,984978,Q1505506
Georg Pfannenstein_SPD,14,1995-01-25,2001-02-09,313.2142857142857,3373817,Q1295122
Georg Schirmbeck_CDU/CSU,81,2002-10-30,2013-06-25,527.8395061728395,984921,Q1224971
Gerald Häfner_GRUENE,188,1994-11-23,2002-07-05,476.24468085106383,1999142,Q89878
Gerald Thalheim_SPD,289,1991-04-18,2002-12-20,242.318339100346,190062,Q1510020
Gerald Ullrich_FDP,9,2018-03-02,2018-11-07,217,NA,NA
Gerald Weiß_CDU/CSU,129,1999-01-20,2009-06-19,445.5581395348837,211621,Q1510033
Gerd Andres_SPD,523,1991-04-19,2008-02-22,280.88336520076484,172103,Q99899
Gerd Bollmann_SPD,42,2006-03-16,2013-05-15,416.5952380952381,275248,Q103712
Gerd Friedrich Bollmann_SPD,10,2003-02-20,2004-11-25,703.3,NA,NA
Gerd Höfer_SPD,29,1996-02-29,2009-05-13,751.0344827586207,174340,Q1510571
Gerd Müller_CDU/CSU,192,1995-01-27,2018-11-29,441.015625,1060793,Q85516
Gerd Poppe_GRUENE,157,1991-03-13,1998-06-17,754.5796178343949,310083,Q1510739
Gerd Walter_SPD,2,1995-11-23,1995-11-23,299.5,NA,NA
Gerd Wartenberg_SPD,57,1991-03-13,1994-09-06,842.7368421052631,3325555,Q1510889
Gerda Hasselfeldt_CDU/CSU,3446,1991-03-14,2017-09-05,132.9024956471271,119215,Q72873
Gerhard Bökel_SPD,11,1996-11-14,1998-03-27,697.5454545454545,NA,NA
Gerhard Botz_SPD,7,2006-02-09,2009-07-02,854.1428571428571,939120,Q98509
Gerhard Drexler_FDP,2,2013-06-05,2013-06-13,317.5,7711403,Q15811923
Gerhard Friedrich_CDU/CSU,110,1991-03-21,2002-07-04,598.9181818181818,2906825,Q1407059
Gerhard Glogowski_SPD,5,1997-02-27,1998-01-16,921.2,NA,NA
Gerhard Jüttemann_PDS/LINKE,67,1995-03-17,2002-02-28,446.2835820895522,965631,Q1511860
Gerhard Neumann_SPD,8,1991-06-19,2002-04-19,575.875,3285627,Q1512223
Gerhard Päselt_CDU/CSU,28,1991-10-30,1998-05-07,681.6785714285714,926319,Q1512307
Gerhard Pfeffermann_CDU/CSU,1,1991-03-14,1991-03-14,311,2702204,Q1512231
Gerhard Reddemann_CDU/CSU,18,1991-04-18,1994-06-17,144.27777777777777,5984544,Q1512318
Gerhard Riege_PDS/LINKE,14,1991-03-13,1992-01-22,500.85714285714283,4411342,Q1512345
Gerhard Rübenkönig_SPD,30,1995-03-29,2005-06-30,909.0666666666667,175569,Q1269705
Gerhard Scheu_CDU/CSU,24,1991-04-18,2001-05-10,585.875,3388176,Q1512439
Gerhard Schick_GRUENE,307,2006-01-25,2018-12-13,532.100977198697,936996,Q104706
Gerhard Schröder_SPD,105,1992-02-13,2005-09-07,3119.714285714286,1116341,Q2530
Gerhard Schulz_CDU/CSU,37,1991-04-17,2001-04-04,729.8378378378378,6067021,Q1512521
Gerhard Schüßler_FDP,50,1991-04-17,2002-07-04,624.26,6070319,Q1512543
Gerhard Stoltenberg_CDU/CSU,42,1991-06-05,1998-06-18,713.8333333333334,59449,Q62214
Gerhard Stratthaus_CDU/CSU,3,2001-05-10,2001-05-10,497.3333333333333,NA,NA
Gerhard Wächter_CDU/CSU,2,2003-02-20,2003-12-11,958,984831,Q1512797
Gerhard Zwerenz_PDS/LINKE,49,1994-11-23,1998-06-24,506.18367346938777,118080,Q106860
Gerlinde Hämmerle_SPD,25,1991-04-17,1993-06-17,533.6,1613628,Q1513748
Gerlinde Kaupa_CDU/CSU,22,2003-04-11,2005-05-11,462.54545454545456,665472,Q1513747
Gernot Erler_SPD,724,1991-03-15,2017-06-22,313.12983425414365,1859721,Q92459
Gernot Mittler_SPD,1,2006-03-17,2006-03-17,905,NA,NA
Gero Clemens Hocker_FDP,25,2018-01-17,2018-11-20,253.4,NA,NA
Gero Pfennig_CDU/CSU,32,1991-04-17,1998-03-05,874.875,6075218,Q1316778
Gero Storjohann_CDU/CSU,89,2002-12-05,2018-10-17,622.7977528089888,972292,Q1514515
Gerold Otten_AfD,16,2017-11-21,2018-11-08,401.3125,NA,NA
Gerold Reichenbach_SPD,106,2003-02-19,2017-06-02,569.1792452830189,785960,Q1514588
Gert Weisskirchen_SPD,201,1991-06-19,2009-08-26,614.1840796019901,190041,Q107636
Gert Willner_CDU/CSU,27,1995-03-29,2000-02-17,600.8518518518518,6056582,Q107577
Gert Winkelmeier_independent,68,2006-04-06,2009-09-08,508.52941176470586,NA,NA
Gertrud Dempwolf_CDU/CSU,116,1991-06-19,1997-12-12,154.41379310344828,1156670,Q1515545
Gesine Lötzsch_PDS/LINKE,558,2002-10-17,2018-12-12,458.09139784946234,20015,Q65114
Gesine Multhaupt_SPD,8,2004-09-29,2009-06-18,637.25,667952,Q1519244
Gila Altmann_GRUENE,305,1994-11-25,2002-04-19,203.61311475409835,172077,Q1426615
Gisela Babel_FDP,307,1991-03-14,1998-09-02,517.0618892508144,172497,Q1527266
Gisela Frick_FDP,66,1995-01-19,2001-11-30,555.9545454545455,2906739,Q1507658
Gisela Hilbrecht_SPD,7,2003-11-13,2004-12-17,538.7142857142857,NA,NA
Gisela Manderla_CDU/CSU,10,2014-03-20,2017-05-17,561.7,NA,NA
Gisela Piltz_FDP,190,2003-01-16,2013-06-27,630.9842105263158,179861,Q1527423
Gisela Schröter_SPD,29,1991-05-14,2003-09-25,723.2413793103449,669120,Q1527358
Gitta Connemann_CDU/CSU,241,2002-11-13,2018-12-12,489.6473029045643,288382,Q103165
Gökay Akbulut_PDS/LINKE,12,2018-04-19,2018-11-30,398.3333333333333,NA,NA
Gottfried Curio_AfD,26,2017-11-22,2018-11-29,389.34615384615387,NA,NA
Gottfried Haschke_CDU/CSU,53,1991-04-18,2000-01-26,145.83018867924528,528146,Q1539205
Gottfried Tröger_CDU/CSU,1,1995-09-21,1995-09-21,599,261257,Q1539484
Götz Frömming_AfD,31,2017-11-22,2018-12-14,380.2903225806452,NA,NA
Götz-Peter Lohmann_SPD,13,2000-06-29,2005-04-22,741.4615384615385,2822227,Q1559859
Gregor Amann_SPD,40,2006-01-26,2009-07-03,490.35,938339,Q97226
Gregor Gysi_PDS/LINKE,939,1991-03-13,2018-11-21,774.0830670926517,1827,Q65126
Grietje Bettin_GRUENE,66,2000-05-11,2008-03-07,648.530303030303,237535,Q105137
Grietje Staffelt_GRUENE,7,2008-12-04,2009-06-18,771.1428571428571,NA,NA
Grigorios Aggelidis_FDP,18,2018-01-17,2018-12-14,335.5,NA,NA
Gudrun Kopp_FDP,244,1999-01-28,2011-09-07,420.16803278688525,665567,Q1553109
Gudrun Roos_SPD,2,2001-03-08,2001-06-21,1377.5,3388161,Q1553142
Gudrun Schaich-Walch_SPD,246,1991-04-25,2005-05-11,304.4918699186992,175571,Q1553145
Gudrun Serowiecki_FDP,1,2002-07-05,2002-07-05,473,6065455,Q1553153
Gudrun Weyel_SPD,60,1991-03-13,1994-09-06,167.75,6122124,Q1553160
Gudrun Zollner_CDU/CSU,35,2014-03-14,2017-06-30,459.2,NA,NA
Guido Westerwelle_FDP,585,1996-02-29,2013-06-14,576.5333333333333,5121507,Q58284
Gülistan Yüksel_SPD,20,2014-04-10,2018-12-13,527.6,NA,NA
Gunnar Uldall_CDU/CSU,161,1991-03-12,2001-09-27,482.29813664596276,832048,Q107637
Günter Baumann_CDU/CSU,89,1998-12-09,2017-06-29,601.314606741573,237838,Q110018
Günter Ermisch_CDU/CSU,1,1995-05-18,1995-05-18,408,NA,NA
Günter Gloser_SPD,269,1995-06-28,2013-02-28,353.37546468401484,173801,Q97674
Günter Graf_SPD,130,1991-04-17,2002-04-17,441.25384615384615,2907199,Q1509352
Gunter Huonker_SPD,1,1991-06-20,1991-06-20,732,892449,Q1554893
Günter Klein_CDU/CSU,9,1992-03-13,1993-12-01,409.44444444444446,2332387,Q1560674
Günter Krings_CDU/CSU,133,2002-11-14,2013-11-18,816.172932330827,140973,Q1560703
Günter Lach_CDU/CSU,11,2010-06-18,2016-06-23,596.6363636363636,4748414,Q1560738
Günter Marten_CDU/CSU,12,1992-10-08,1998-03-04,289.4166666666667,6041630,Q1268731
Günter Nooke_CDU/CSU,106,1998-12-09,2005-06-30,661.7452830188679,435500,Q1560862
Günter Oesinghaus_SPD,23,1995-10-25,1997-11-14,146.1304347826087,3298660,Q1560867
Gunter Pleuger_independent,6,2001-05-09,2001-05-09,136.5,NA,NA
Günter Rexrodt_FDP,464,1993-01-22,2004-05-05,624.1422413793103,66572,Q72671
Günter Rixe_SPD,95,1991-06-13,1998-05-28,376.6842105263158,1549269,Q1560948
Günter Verheugen_SPD,182,1991-04-18,1999-09-16,797.3021978021978,194982,Q76525
Gunter Weißgerber_SPD,56,1991-03-21,2007-11-27,523.9464285714286,190057,Q1554926
Günther Beckstein_CDU/CSU,38,1994-02-24,2008-04-24,504.63157894736844,76052,Q44771
Günther Bredehorn_FDP,110,1991-03-20,1998-06-18,348.0090909090909,237547,Q1232751
Günther Friedrich Nolting_FDP,281,1991-06-05,2005-09-28,382.4982206405694,182317,Q1433009
Günther Heyenn_SPD,55,1991-04-18,1994-09-07,323.2909090909091,570307,Q1561516
Günther Krause_CDU/CSU,109,1991-03-13,1993-12-09,342.22935779816515,71435,Q87742
Gunther Krichbaum_CDU/CSU,67,2003-01-29,2018-09-12,620.7910447761194,939094,Q98115
Günther Maleuda_PDS/LINKE,48,1994-12-16,1998-06-18,388.3333333333333,273911,Q64993
Günther Müller_CDU/CSU,40,1991-06-20,1994-01-20,195.35,1919831,Q1561675
Günther Rexrodt_FDP,2,1995-03-16,1995-03-16,263.5,NA,NA
Günther Schartz_CDU/CSU,6,1993-09-23,1994-04-14,398,2725293,Q1561790
Gustav Herzog_SPD,106,1999-06-17,2018-11-28,456.0660377358491,900432,Q1555983
Gustav-Adolf Schur_PDS/LINKE,13,1999-03-24,2002-06-28,471.9230769230769,52353,Q64998
Gyde Jensen_FDP,15,2018-04-19,2018-12-13,432.6,NA,NA
Hagen Reinhold_FDP,9,2013-04-19,2018-10-12,543.8888888888889,7547883,Q15819002
Hakki Keskin_PDS/LINKE,61,2006-01-19,2009-07-02,267.672131147541,778187,Q106498
Halina Wawzyniak_PDS/LINKE,153,2009-11-11,2016-10-20,539.0718954248366,2680951,Q1571185
Halo Saibold_GRUENE,76,1995-01-27,1998-04-01,248.42105263157896,2833303,Q1572061
Hanna Wolf_SPD,113,1991-04-17,2002-04-24,419.5840707964602,6056449,Q1575758
Hannelore Roedel_CDU/CSU,25,2003-02-13,2005-06-17,426.28,668954,Q1575894
Hannelore Rönsch_CDU/CSU,249,1991-03-13,2002-04-17,408.0883534136546,68470,Q78004
Hans Berger_SPD,13,1991-11-07,1997-11-13,451.84615384615387,5925111,Q1578636
Hans Bernhard Beus_CDU/CSU,40,2007-03-07,2007-10-24,72.225,NA,NA
Hans Büttner_SPD,258,1991-03-22,2004-06-17,215.9031007751938,173902,Q1578944
Hans de With_SPD,129,1991-03-13,1994-09-06,458.1162790697674,958084,Q1257864
Hans Eichel_SPD,263,1992-11-04,2009-07-02,1154.2091254752852,2323,Q62180
Hans Forster_SPD,1,1999-10-28,1999-10-28,645,362346,Q1579505
Hans Geisler_CDU/CSU,2,1992-11-05,1992-12-09,1015,279377,Q1579689
Hans Georg Faust_CDU/CSU,29,1999-05-04,2009-02-12,871.4137931034483,364190,Q1579719
Hans Georg Wagner_SPD,50,1991-06-06,1998-09-02,850.24,247638,Q1287088
Hans Gottfried Bernrath_SPD,19,1991-04-26,1994-06-29,641.6842105263158,704448,Q1579855
Hans Klein_CDU/CSU,8624,1991-03-12,1996-11-06,66.12778293135436,68502,Q90844
Hans Koschnick_SPD,19,1991-09-04,1994-04-13,568,148567,Q69120
Hans Martin Bury_SPD,433,1992-02-13,2005-06-15,219.21939953810625,173909,Q1581228
Hans Michelbach_CDU/CSU,456,1995-02-09,2018-12-13,382.7938596491228,903871,Q1581364
Hans Modrow_PDS/LINKE,44,1991-03-15,1994-09-07,848.6818181818181,4319408,Q57241
Hans Otto Bräutigam_independent,18,1993-10-28,1996-03-15,385.05555555555554,NA,NA
Hans Peter Schmitz_CDU/CSU,38,1991-03-12,1994-01-20,607.3157894736842,237802,Q1528134
Hans Peter Thul_CDU/CSU,4,2007-03-01,2008-12-18,853.25,2081624,Q1581734
Hans Raidel_CDU/CSU,88,1991-04-25,2009-03-19,555.0454545454545,186930,Q1581890
Hans Schuster_FDP,2,1992-03-13,1994-04-20,550,3048531,Q1581606
Hans Stercken_CDU/CSU,14,1991-06-05,1993-11-24,850,1166997,Q1493052
Hans Wallow_SPD,111,1991-03-21,1998-04-29,80.89189189189189,528812,Q1498211
Hans Wiesen_SPD,12,1994-01-14,1996-03-07,413,NA,NA
Hans Zehetmair_CDU/CSU,9,1996-02-01,1998-02-13,288.3333333333333,NA,NA
Hans- Peter Friedrich_CDU/CSU,37,2002-11-13,2009-05-29,898.5675675675676,707170,Q66144
Hans-Christian Ströbele_GRUENE,945,1998-11-12,2017-06-29,266.0698412698413,4578948,Q71533
Hans-Dietrich Genscher_FDP,23,1991-03-13,1998-04-23,1324.5652173913043,15580,Q106235
Hans-Dirk Bierling_CDU/CSU,15,1992-11-05,2000-11-16,497.6666666666667,2887478,Q1576917
Hans-Eberhard Urbaniak_SPD,145,1991-03-12,2002-06-06,275.3103448275862,214114,Q1576923
Hans-Friedrich von Ploetz_independent,25,1996-05-22,1996-05-22,98.04,NA,NA
Hans-Georg von der Marwitz_CDU/CSU,22,2010-02-25,2018-01-18,528.1363636363636,4541620,Q1577056
Hans-Gerd Strube_CDU/CSU,26,1991-03-14,1994-09-07,625.5769230769231,5536945,Q1311202
Hans-Günter Bruckmann_SPD,8,1999-12-15,2005-02-24,1172.875,280723,Q1577071
Hans-Günther Toetemeyer_SPD,29,1991-04-25,1994-06-15,347.6896551724138,261263,Q1511841
Hans-Heinrich Jordan_CDU/CSU,11,2006-03-16,2009-07-02,655.4545454545455,985077,Q1577151
Hans-Heinrich Sander_FDP,1,2008-06-26,2008-06-26,755,NA,NA
Hans-Hinrich Knaape_SPD,63,1991-03-14,1998-05-28,334.57142857142856,6098044,Q1364971
Hans-Joachim Fuchtel_CDU/CSU,165,1991-03-14,2010-12-02,480.1757575757576,173973,Q1577305
Hans-Joachim Hacker_SPD,258,1991-05-14,2013-06-13,432.56201550387595,1859729,Q1577327
Hans-Joachim Meyer_CDU/CSU,12,1998-02-13,1998-03-26,375,NA,NA
Hans-Joachim Otto_FDP,288,1991-04-25,2011-03-24,318.16319444444446,186940,Q1577440
Hans-Joachim Schabedoth_SPD,29,2014-05-23,2017-06-30,377.82758620689657,NA,NA
Hans-Joachim Sopart_CDU/CSU,16,1991-03-14,1992-11-13,290.5,3436665,Q1557352
Hans-Jochen Vogel_SPD,43,1991-03-13,1994-06-30,1147.3255813953488,52178,Q552483
Hans-Josef Fell_GRUENE,296,1999-01-28,2013-06-13,415.0067567567568,292228,Q90931
Hans-Jürgen Irmer_CDU/CSU,3,2018-02-28,2018-11-08,417.6666666666667,NA,NA
Hans-Jürgen Thies_CDU/CSU,4,2018-06-07,2018-10-12,441.25,NA,NA
Hans-Jürgen Uhl_SPD,4,2003-04-10,2004-11-11,715.25,517541,Q1577838
Hans-Kurt Hill_PDS/LINKE,128,2006-02-15,2009-07-02,354.6015625,972179,Q1577878
Hans-Michael Goldmann_FDP,370,1998-11-19,2013-06-27,480.96216216216214,850725,Q1577925
Hans-Otto Schmiedeberg_CDU/CSU,7,1995-05-17,1998-05-07,787.7142857142857,237788,Q1577971
Hans-Otto Wilhelm_CDU/CSU,37,1995-01-25,2001-03-29,360.02702702702703,354660,Q1484328
Hans-Peter Bartels_SPD,104,2001-10-18,2015-04-23,530.8173076923077,237801,Q101192
Hans-Peter Friedrich_CDU/CSU,136,2009-11-10,2017-10-24,480.5367647058824,NA,NA
Hans-Peter Kemper_SPD,109,1994-01-14,2004-12-17,444.1926605504587,174086,Q1578044
Hans-Peter Repnik_CDU/CSU,239,1991-06-12,2002-07-04,447.3305439330544,175557,Q106976
Hans-Peter Uhl_CDU/CSU,260,1999-03-19,2017-06-21,428.74615384615385,480472,Q90827
Hans-Peter Voigt_CDU/CSU,13,1991-03-21,1993-10-01,886.4615384615385,5732359,Q1453344
Hans-Ulrich Klose_SPD,5423,1991-11-27,2012-11-08,117.31679881984141,72245,Q447940
Hans-Ulrich Köhler_CDU/CSU,17,1991-06-06,1997-04-16,464.3529411764706,5682591,Q1479597
Hans-Ulrich Krüger_SPD,42,2002-12-18,2017-06-23,913.452380952381,880085,Q110785
Hans-Werner Bertl_SPD,38,1994-11-25,2005-06-03,600.7894736842105,173739,Q1370762
Hans-Werner Ehrenberg_FDP,6,2013-01-17,2013-06-12,632.1666666666666,7041686,Q1312421
Hans-Werner Kammer_CDU/CSU,34,2006-03-16,2017-03-30,716.9411764705883,985072,Q1578311
Hans-Werner Müller_CDU/CSU,22,1991-04-17,1993-09-29,515.8181818181819,2347869,Q1578322
Hans-Wilhelm Pesch_CDU/CSU,10,1991-03-14,1996-12-05,530.2,6055053,Q1578361
Hansgeorg Hauser_CDU/CSU,312,1991-05-14,2002-06-13,303.6025641025641,1156643,Q1401471
Hansjörg Durz_CDU/CSU,42,2014-03-13,2018-11-28,696.6904761904761,NA,NA
Hansjörg Müller_AfD,18,2018-01-31,2018-06-14,190.94444444444446,NA,NA
Hansjörg Schäfer_SPD,42,1995-09-20,2002-04-17,240.07142857142858,3388164,Q1583887
Hansjürgen Doss_CDU/CSU,54,1991-06-06,2002-06-26,625.3703703703703,2106386,Q1583909
Harald Ebner_GRUENE,188,2011-09-21,2018-11-28,272.718085106383,6208739,Q1524836
Harald Friese_SPD,22,1999-03-17,2002-04-19,643.0454545454545,153200,Q1584479
Harald Kahl_CDU/CSU,16,1991-04-25,2000-03-23,814.0625,2944780,Q1271682
Harald Koch_PDS/LINKE,43,2010-01-29,2013-06-07,490.93023255813955,4763942,Q1480412
Harald Leibrecht_FDP,58,2002-12-20,2013-06-14,516.2068965517242,181228,Q1563765
Harald Petzold_PDS/LINKE,100,2013-12-19,2017-06-30,399.18,NA,NA
Harald Ringstorff_SPD,5,1999-11-11,2002-09-13,1034,NA,NA
Harald Schreiber_CDU/CSU,3,1991-06-20,1993-04-23,917.3333333333334,6124708,Q1584728
Harald Terpe_GRUENE,130,2006-03-08,2017-06-02,400.03076923076924,937009,Q1584781
Harald Weinberg_PDS/LINKE,119,2009-12-17,2018-11-28,447.5966386554622,4774557,Q1584809
Harald Weyel_AfD,22,2017-11-21,2018-12-13,294.09090909090907,NA,NA
Hartfrid Wolff_FDP,146,2006-01-19,2013-09-02,557.472602739726,984797,Q1587120
Hartmut Büttner_CDU/CSU,51,1991-04-18,2005-06-17,721.2941176470588,173905,Q1587392
Hartmut Ebbing_FDP,4,2018-11-09,2018-12-14,324.25,NA,NA
Hartmut Koschyk_CDU/CSU,364,1991-04-26,2017-06-02,330.2142857142857,174058,Q1587473
Hartmut Schauerte_CDU/CSU,262,1994-12-14,2009-03-27,506.5,175577,Q107908
Hartmut Soell_SPD,13,1991-06-19,1994-06-17,457.6923076923077,6140811,Q1587570
Hartwig Fischer_CDU/CSU,118,2002-11-06,2013-06-14,426.8135593220339,496014,Q126246
Hedda Meseke_CDU/CSU,7,1991-04-25,1993-11-12,756.4285714285714,1449977,Q1467396
Hedi Wegener_SPD,27,1999-11-04,2009-07-02,787.6296296296297,673246,Q1533490
Heide Mattischeck_SPD,44,1992-03-19,2002-06-28,637.2272727272727,3238043,Q1593912
Heide Moser_SPD,2,1996-12-05,1996-12-05,406,NA,NA
Heide Simonis_SPD,11,1996-02-08,2001-02-09,528.8181818181819,NA,NA
Heidemarie Ehlert_PDS/LINKE,46,1998-12-03,2002-06-13,416.2608695652174,1642594,Q1594099
Heidemarie Lüth_PDS/LINKE,66,1995-01-19,2002-06-28,421.22727272727275,1100908,Q1506993
Heidemarie Wieczorek-Zeul_SPD,332,1991-06-05,2013-06-27,646.5150602409639,14927,Q84390
Heidemarie Wright_SPD,27,1999-06-11,2002-06-27,452.2962962962963,547195,Q1594119
Heidi Knake-Werner_PDS/LINKE,185,1994-11-24,2006-09-07,532.0162162162162,422078,Q99120
